antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'National Ketchup (1kg)', 'Olpers Milk (Pack of 6)'})",frozenset({'Chicken'}),0.038,0.198,0.0074,0.19473684210526318,0.9835194045720362,1.0,-0.00012399999999999998,0.9959477124183008,-0.01712045065444303,0.032370953630796145,-0.00406877542984642,0.11605528973950027
"frozenset({'Jam', 'Chicken'})",frozenset({'Frozen Paratha'}),0.038,0.197,0.0074,0.19473684210526318,0.9885118888592039,1.0,-8.600000000000014e-05,0.9971895424836601,-0.011936486786586738,0.03251318101933216,-0.002818378449236399,0.11615014694095646
"frozenset({'Biscuits', 'Surf Excel'})",frozenset({'Shan Biryani Masala'}),0.038,0.2088,0.0074,0.19473684210526318,0.9326477112321033,1.0,-0.0005344000000000008,0.9825359477124184,-0.06982700047039157,0.030910609857978277,-0.017774466499920163,0.11508872756604155
"frozenset({'National Ketchup (1kg)', 'Shan Biryani Masala'})",frozenset({'Noodles'}),0.038,0.2052,0.0074,0.19473684210526318,0.949009951780035,1.0,-0.0003975999999999988,0.9870065359477124,-0.05289766377521138,0.031382527565733676,-0.013164516727147475,0.11539961013645225
"frozenset({'Biscuits', 'Surf Excel'})",frozenset({'Noodles'}),0.038,0.2052,0.0074,0.19473684210526318,0.949009951780035,1.0,-0.0003975999999999988,0.9870065359477124,-0.05289766377521138,0.031382527565733676,-0.013164516727147475,0.11539961013645225
"frozenset({'Lays Chips', 'Nestle Water'})",frozenset({'Jam'}),0.037,0.1984,0.0072,0.1945945945945946,0.9808195292066261,1.0,-0.00014079999999999995,0.9952751677852348,-0.019902747936220735,0.0315512708150745,-0.00474726223229215,0.11544245858761988
"frozenset({'Lays Chips', 'Nestle Water'})",frozenset({'Butter'}),0.037,0.1966,0.0072,0.1945945945945946,0.9897995655879686,1.0,-7.419999999999996e-05,0.997510067114094,-0.010588201718085558,0.03180212014134276,-0.002496148127216071,0.11560858926067472
"frozenset({'Dalda Cooking Oil (500ml)', 'Jam'})",frozenset({'Shan Biryani Masala'}),0.037,0.2088,0.0072,0.1945945945945946,0.9319664492078286,1.0,-0.0005256000000000002,0.9823624161073826,-0.07046332046332049,0.03017602682313495,-0.01795425354576012,0.11453867660764214
frozenset({'Jam'}),frozenset({'Nestle Water'}),0.1984,0.2062,0.0386,0.19455645161290325,0.9435327430305687,1.0,-0.002310079999999992,0.9855439299123906,-0.06947224574640057,0.10546448087431697,-0.014668113362429763,0.19087667391508403
"frozenset({'Guard Rice (1kg)', 'Shan Biryani Masala'})",frozenset({'Biscuits'}),0.036,0.1972,0.007,0.19444444444444448,0.9860265945458645,1.0,-9.919999999999894e-05,0.9965793103448275,-0.014487673793667333,0.03094606542882405,-0.003432430936167802,0.11497070092404779
"frozenset({'Noodles', 'Eggs'})",frozenset({'Surf Excel'}),0.036,0.2112,0.007,0.19444444444444448,0.9206649831649834,1.0,-0.000603199999999999,0.9791999999999998,-0.08205463053651092,0.029142381348875937,-0.021241830065359436,0.11379419191919193
"frozenset({'Guard Rice (1kg)', 'Shan Biryani Masala'})",frozenset({'Jam'}),0.036,0.1984,0.007,0.19444444444444448,0.9800627240143371,1.0,-0.00014239999999999912,0.9950896551724138,-0.020666434459537784,0.030782761653474055,-0.004934575293856684,0.1148633512544803
"frozenset({'National Ketchup (1kg)', 'Frozen Paratha'})",frozenset({'Chicken'}),0.036,0.198,0.007,0.19444444444444448,0.9820426487093155,1.0,-0.00012799999999999964,0.9955862068965518,-0.018615474112856262,0.030837004405286344,-0.0044333610418398174,0.11489898989898992
frozenset({'Shan Biryani Masala'}),frozenset({'Pepsi 1L'}),0.2088,0.2052,0.0406,0.19444444444444442,0.9475850119124972,1.0,-0.0022457600000000064,0.9866482758620688,-0.06534359389766456,0.10873058382431706,-0.013532405077447879,0.1961500974658869
frozenset({'Shan Biryani Masala'}),frozenset({'Dalda Cooking Oil (500ml)'}),0.2088,0.2026,0.0406,0.19444444444444442,0.9597455303279586,1.0,-0.0017028800000000038,0.9898758620689655,-0.05034293552812082,0.10949298813376482,-0.010227684418805597,0.19741965558846108
frozenset({'Tapal Tea (250g)'}),frozenset({'Dalda Cooking Oil (500ml)'}),0.1996,0.2026,0.0388,0.19438877755511022,0.9594707677942261,1.0,-0.0016389600000000018,0.9898074626865672,-0.05012956315561532,0.10676940011007155,-0.010297494914584628,0.1929495714034189
frozenset({'Butter'}),frozenset({'Surf Excel'}),0.1966,0.2112,0.0382,0.1943031536113937,0.9199959924781899,1.0,-0.003321919999999999,0.9790282828282828,-0.09766963230408268,0.10335497835497835,-0.021420951304014082,0.18758718286630288
"frozenset({'Butter', 'Frozen Paratha'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.035,0.2026,0.0068,0.19428571428571426,0.9589620645889154,1.0,-0.0002910000000000013,0.9896808510638297,-0.04246315482270557,0.02946273830155979,-0.010426744061055614,0.11392469327316315
"frozenset({'Butter', 'Frozen Paratha'})",frozenset({'Chicken'}),0.035,0.198,0.0068,0.19428571428571426,0.981240981240981,1.0,-0.00013000000000000164,0.9953900709219858,-0.019426180514046865,0.030061892130857644,-0.004631278945493458,0.1143145743145743
"frozenset({'Dalda Cooking Oil (500ml)', 'Olpers Milk (Pack of 6)'})",frozenset({'Frozen Paratha'}),0.035,0.197,0.0068,0.19428571428571426,0.9862218999274834,1.0,-9.500000000000133e-05,0.9966312056737587,-0.01427069250413119,0.030195381882770867,-0.003380181462373291,0.1144017403915881
"frozenset({'Dalda Cooking Oil (500ml)', 'Olpers Milk (Pack of 6)'})",frozenset({'Eggs'}),0.035,0.1982,0.0068,0.19428571428571426,0.9802508288885684,1.0,-0.00013700000000000084,0.9951418439716313,-0.020450813554261954,0.030035335689045935,-0.004881872928767437,0.11429724664840707
"frozenset({'Jam', 'Guard Rice (1kg)'})",frozenset({'Bread'}),0.035,0.2058,0.0068,0.19428571428571426,0.9440510898236844,1.0,-0.00040300000000000145,0.9857092198581561,-0.05786073223259173,0.029059829059829057,-0.014497967406554714,0.11366375121477161
"frozenset({'Lux Soap', 'Thal Sugar (200ml)'})",frozenset({'Guard Rice (1kg)'}),0.035,0.1952,0.0068,0.19428571428571426,0.9953161592505853,1.0,-3.2000000000001645e-05,0.9988652482269503,-0.004852896572642045,0.030438675022381376,-0.0011360408974723612,0.11456088992974237
"frozenset({'Jam', 'Guard Rice (1kg)'})",frozenset({'Chicken'}),0.035,0.198,0.0068,0.19428571428571426,0.981240981240981,1.0,-0.00013000000000000164,0.9953900709219858,-0.019426180514046865,0.030061892130857644,-0.004631278945493458,0.1143145743145743
"frozenset({'Lux Soap', 'Thal Sugar (200ml)'})",frozenset({'Biscuits'}),0.035,0.1972,0.0068,0.19428571428571426,0.9852216748768472,1.0,-0.00010200000000000053,0.9963829787234042,-0.015306122448979671,0.030168589174800354,-0.0036301516122144127,0.11438423645320195
"frozenset({'Biscuits', 'Chicken'})",frozenset({'Thal Sugar (200ml)'}),0.035,0.1964,0.0068,0.19428571428571426,0.9892347977887692,1.0,-7.400000000000115e-05,0.9973758865248227,-0.011151295961422716,0.030276046304541407,-0.0026310175638199792,0.11445446610416059
frozenset({'Lays Chips'}),frozenset({'Frozen Paratha'}),0.206,0.197,0.04,0.19417475728155342,0.9856586664038245,1.0,-0.0005819999999999992,0.9964939759036144,-0.017995176550615277,0.11019283746556473,-0.003518359549746682,0.19861022128037062
"frozenset({'Lays Chips', 'Surf Excel'})",frozenset({'Bread'}),0.0412,0.2058,0.008,0.1941747572815534,0.9435119401436024,1.0,-0.0004789600000000005,0.9855734939759037,-0.058772713440073884,0.03347280334728034,-0.014637676553068012,0.11652372460773491
frozenset({'Surf Excel'}),frozenset({'Pepsi 1L'}),0.2112,0.2052,0.041,0.1941287878787879,0.9460467245554967,1.0,-0.0023382399999999984,0.9862618096357226,-0.06742516517181556,0.10921683537559936,-0.013929557273794782,0.1969669280524544
frozenset({'Surf Excel'}),frozenset({'Noodles'}),0.2112,0.2052,0.041,0.1941287878787879,0.9460467245554967,1.0,-0.0023382399999999984,0.9862618096357226,-0.06742516517181556,0.10921683537559936,-0.013929557273794782,0.1969669280524544
"frozenset({'Shan Biryani Masala', 'Tapal Tea (250g)'})",frozenset({'Noodles'}),0.034,0.2052,0.0066,0.1941176470588235,0.9459924320605434,1.0,-0.00037680000000000005,0.9862481751824816,-0.05580238137551093,0.028374892519346516,-0.013943574410136498,0.11314069487444099
"frozenset({'Guard Rice (1kg)', 'Tapal Tea (250g)'})",frozenset({'Lux Soap'}),0.034,0.1936,0.0066,0.1941176470588235,1.0026737967914439,1.0,1.759999999999956e-05,1.0006423357664234,0.0027605244996548655,0.029864253393665156,0.000641923436041061,0.1141042780748663
"frozenset({'Guard Rice (1kg)', 'Tapal Tea (250g)'})",frozenset({'Chicken'}),0.034,0.198,0.0066,0.1941176470588235,0.980392156862745,1.0,-0.00013200000000000104,0.9951824817518249,-0.020283975659229368,0.029281277728482696,-0.004840839078773695,0.11372549019607842
"frozenset({'Biscuits', 'Dalda Cooking Oil (500ml)'})",frozenset({'Lays Chips'}),0.034,0.206,0.0066,0.1941176470588235,0.9423186750428326,1.0,-0.00040399999999999985,0.9852554744525548,-0.05959053631482681,0.02827763496143959,-0.014965180026670633,0.11307824100513991
"frozenset({'Guard Rice (1kg)', 'Surf Excel'})",frozenset({'Eggs'}),0.034,0.1982,0.0066,0.1941176470588235,0.9794028610435092,1.0,-0.0001387999999999997,0.9949343065693431,-0.021306643743092178,0.02925531914893617,-0.0050914853344680485,0.11370867216715141
"frozenset({'Noodles', 'Tapal Tea (250g)'})",frozenset({'Nestle Water'}),0.0402,0.2062,0.0078,0.19402985074626866,0.9409789075958713,1.0,-0.0004892400000000002,0.9849000000000001,-0.06134147809340398,0.03269069572506286,-0.015331505736622992,0.11592860141581135
frozenset({'Nestle Water'}),frozenset({'Guard Rice (1kg)'}),0.2062,0.1952,0.04,0.19398642095053348,0.9937828942137985,1.0,-0.0002502399999999988,0.9984943441636582,-0.00781945263831528,0.11068068622025456,-0.001507926254307324,0.19945222686870934
frozenset({'Noodles'}),frozenset({'Nestle Water'}),0.2052,0.2062,0.0398,0.1939571150097466,0.9406261639657935,1.0,-0.002512239999999999,0.9848111245465538,-0.07357502998950365,0.1071044133476857,-0.01542313553823808,0.1934868019277637
"frozenset({'Biscuits', 'Olpers Milk (Pack of 6)'})",frozenset({'Shan Biryani Masala'}),0.033,0.2088,0.0064,0.19393939393939394,0.9288285150354115,1.0,-0.0004904000000000002,0.9815639097744362,-0.07342196670259912,0.027187765505522512,-0.018782363575083512,0.11229536746778127
"frozenset({'Biscuits', 'Olpers Milk (Pack of 6)'})",frozenset({'Frozen Paratha'}),0.033,0.197,0.0064,0.19393939393939394,0.9844639286263651,1.0,-0.0001010000000000004,0.996203007518797,-0.016057744284397022,0.028622540250447227,-0.003811464583569202,0.113213351792032
"frozenset({'Olpers Milk (Pack of 6)', 'Thal Sugar (200ml)'})",frozenset({'Jam'}),0.033,0.1984,0.0064,0.19393939393939394,0.9775171065493646,1.0,-0.0001472000000000001,0.9944661654135338,-0.023232323232323247,0.028444444444444446,-0.0055646283191193285,0.11309872922776149
"frozenset({'Olpers Milk (Pack of 6)', 'Thal Sugar (200ml)'})",frozenset({'Frozen Paratha'}),0.033,0.197,0.0064,0.19393939393939394,0.9844639286263651,1.0,-0.0001010000000000004,0.996203007518797,-0.016057744284397022,0.028622540250447227,-0.003811464583569202,0.113213351792032
"frozenset({'Chicken', 'Bread'})",frozenset({'Shan Biryani Masala'}),0.0392,0.2088,0.0076,0.19387755102040816,0.9285323324732191,1.0,-0.0005849599999999998,0.9814886075949367,-0.07416724144926358,0.03161397670549085,-0.01886052702172884,0.11513800922667917
frozenset({'Olpers Milk (Pack of 6)'}),frozenset({'National Ketchup (1kg)'}),0.196,0.2048,0.038,0.19387755102040816,0.9466677295918366,1.0,-0.002140800000000005,0.9864506329113925,-0.06548230803112627,0.10474090407938255,-0.013735474068903237,0.18971221301020408
"frozenset({'Eggs', 'Thal Sugar (200ml)'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0392,0.2026,0.0076,0.19387755102040816,0.9569474384028043,1.0,-0.0003419199999999999,0.9891797468354431,-0.04473050758765043,0.032450896669513236,-0.010938611712555613,0.11569494530289905
"frozenset({'Jam', 'Olpers Milk (Pack of 6)'})",frozenset({'Bread'}),0.032,0.2058,0.0062,0.19374999999999998,0.9414480077745382,1.0,-0.0003856000000000007,0.9850542635658914,-0.06037074148296604,0.02677029360967185,-0.015172500629564382,0.1119381681243926
"frozenset({'Jam', 'Olpers Milk (Pack of 6)'})",frozenset({'Eggs'}),0.032,0.1982,0.0062,0.19374999999999998,0.9775479313824419,1.0,-0.0001424,0.9944806201550388,-0.023177083333333334,0.02767857142857143,-0.005550012471938151,0.11251576690211906
frozenset({'Eggs'}),frozenset({'Shan Biryani Masala'}),0.1982,0.2088,0.0384,0.19374369323915236,0.9278912511453656,1.0,-0.0029841600000000065,0.9813256570713391,-0.0883586077514534,0.10417797069994572,-0.019029710263963162,0.1888258696080819
"frozenset({'Butter', 'Surf Excel'})",frozenset({'Lays Chips'}),0.0382,0.206,0.0074,0.193717277486911,0.9403751334316068,1.0,-0.0004691999999999995,0.9847662337662338,-0.06184653833378143,0.03125000000000001,-0.015469423820011314,0.11481980379199919
frozenset({'Biscuits'}),frozenset({'Bread'}),0.1972,0.2058,0.0382,0.19371196754563894,0.9412632047893048,1.0,-0.0023837599999999987,0.9850077987421383,-0.07212429865370552,0.10471491228070175,-0.015220388383733411,0.18966453576504494
"frozenset({'Surf Excel', 'Eggs'})",frozenset({'Frozen Paratha'}),0.0372,0.197,0.0072,0.19354838709677422,0.9824791223186508,1.0,-0.00012839999999999987,0.9957199999999999,-0.018185526360515295,0.031718061674008806,-0.004298397139758148,0.115048305223514
"frozenset({'Lays Chips', 'Shan Biryani Masala'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0424,0.2026,0.0082,0.19339622641509435,0.9545716999757865,1.0,-0.00039024000000000003,0.9885894736842106,-0.04734451432564641,0.034628378378378386,-0.011542229226116942,0.11693503324703386
"frozenset({'Lays Chips', 'Shan Biryani Masala'})",frozenset({'Bread'}),0.0424,0.2058,0.0082,0.19339622641509435,0.9397289913269891,1.0,-0.0005259199999999992,0.9846222222222223,-0.0627721335268504,0.03416666666666667,-0.015617947097589598,0.11662036782367935
"frozenset({'Lays Chips', 'Shan Biryani Masala'})",frozenset({'National Ketchup (1kg)'}),0.0424,0.2048,0.0082,0.19339622641509435,0.9443175117924528,1.0,-0.00048351999999999944,0.9858619883040936,-0.05800495211040512,0.03430962343096235,-0.01434076155043468,0.11671764445754718
frozenset({'Bread'}),frozenset({'Frozen Paratha'}),0.2058,0.197,0.0398,0.1933916423712342,0.9816834638133716,1.0,-0.000742600000000003,0.9955265060240963,-0.02295392893616925,0.1096418732782369,-0.00449359605076687,0.19771104961201305
frozenset({'Tapal Tea (250g)'}),frozenset({'Eggs'}),0.1996,0.1982,0.0386,0.1933867735470942,0.9757153054848345,1.0,-0.0009607199999999982,0.994032795031056,-0.03015806048186593,0.10746102449888643,-0.006003026257053878,0.19406977426093358
"frozenset({'Dalda Cooking Oil (500ml)', 'Butter'})",frozenset({'Shan Biryani Masala'}),0.0362,0.2088,0.007,0.19337016574585633,0.9261023263690437,1.0,-0.0005585600000000013,0.9808712328767123,-0.07646102207206978,0.029411764705882353,-0.019501812758017798,0.11344753498020786
"frozenset({'Lays Chips', 'Olpers Milk (Pack of 6)'})",frozenset({'Shan Biryani Masala'}),0.0362,0.2088,0.007,0.19337016574585633,0.9261023263690437,1.0,-0.0005585600000000013,0.9808712328767123,-0.07646102207206978,0.029411764705882353,-0.019501812758017798,0.11344753498020786
"frozenset({'Lays Chips', 'Olpers Milk (Pack of 6)'})",frozenset({'Frozen Paratha'}),0.0362,0.197,0.007,0.19337016574585633,0.9815744454104381,1.0,-0.00013140000000000113,0.9954999999999998,-0.019104390811282512,0.030946065428824047,-0.004520341536916161,0.1144515803348571
"frozenset({'Dalda Cooking Oil (500ml)', 'Butter'})",frozenset({'Lux Soap'}),0.0362,0.1936,0.007,0.19337016574585633,0.9988128395963654,1.0,-8.320000000000029e-06,0.9997150684931506,-0.0012316948239209388,0.03141831238779174,-0.0002850127159519626,0.11476359526962238
frozenset({'Butter'}),frozenset({'Shan Biryani Masala'}),0.1966,0.2088,0.038,0.19328585961342828,0.9256985613669937,1.0,-0.0030500800000000036,0.9807687263556116,-0.0908322036684528,0.10342950462710941,-0.019608367526000668,0.1876390983890896
"frozenset({'Nestle Water', 'Tapal Tea (250g)'})",frozenset({'Pepsi 1L'}),0.0414,0.2052,0.008,0.1932367149758454,0.9416993907204942,1.0,-0.000495279999999999,0.9851712574850299,-0.06066574555859314,0.03352891869237217,-0.015051943915644924,0.11611153487583693
"frozenset({'Nestle Water', 'Tapal Tea (250g)'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0414,0.196,0.008,0.1932367149758454,0.9859016070196194,1.0,-0.00011440000000000061,0.9965748502994012,-0.014698324596567044,0.03487358326068004,-0.0034369216718340783,0.11702652075322882
frozenset({'Surf Excel'}),frozenset({'Thal Sugar (200ml)'}),0.2112,0.1964,0.0408,0.1931818181818182,0.9836141455286059,1.0,-0.000679679999999995,0.9960112676056339,-0.02068240243047426,0.1112322791712105,-0.004004706095298391,0.20046056285872987
"frozenset({'Lux Soap', 'Chicken'})",frozenset({'Frozen Paratha'}),0.0352,0.197,0.0068,0.19318181818181815,0.9806183664051682,1.0,-0.00013440000000000066,0.9952676056338027,-0.020074562661313546,0.03016858917480035,-0.00475489641118538,0.11384979233964004
"frozenset({'Lux Soap', 'Chicken'})",frozenset({'Noodles'}),0.0352,0.2052,0.0068,0.19318181818181815,0.941431862484494,1.0,-0.0004230400000000004,0.9851042253521125,-0.060575513196480996,0.02910958904109589,-0.01512101386283574,0.11316010987063617
"frozenset({'Lux Soap', 'Chicken'})",frozenset({'Nestle Water'}),0.0352,0.2062,0.0068,0.19318181818181815,0.9368662375451899,1.0,-0.0004582400000000004,0.9838647887323944,-0.06528676939910646,0.02898550724637681,-0.01639982592363548,0.11307975487170442
"frozenset({'Lux Soap', 'Surf Excel'})",frozenset({'Butter'}),0.0352,0.1966,0.0068,0.19318181818181815,0.9826135207620456,1.0,-0.00012032000000000102,0.9957633802816901,-0.018009387872401722,0.03022222222222222,-0.004254645031344098,0.11388490705632108
"frozenset({'Biscuits', 'Nestle Water'})",frozenset({'Pepsi 1L'}),0.0352,0.2052,0.0068,0.19318181818181815,0.941431862484494,1.0,-0.0004230400000000004,0.9851042253521125,-0.060575513196480996,0.02910958904109589,-0.01512101386283574,0.11316010987063617
"frozenset({'Noodles', 'Jam'})",frozenset({'Eggs'}),0.0352,0.1982,0.0068,0.19318181818181815,0.9746812219062471,1.0,-0.00017664000000000048,0.9937802816901409,-0.026218295810772372,0.030008826125330977,-0.006258645320755598,0.11374529859645902
"frozenset({'Biscuits', 'Nestle Water'})",frozenset({'Noodles'}),0.0352,0.2052,0.0068,0.19318181818181815,0.941431862484494,1.0,-0.0004230400000000004,0.9851042253521125,-0.060575513196480996,0.02910958904109589,-0.01512101386283574,0.11316010987063617
"frozenset({'Pepsi 1L', 'National Ketchup (1kg)'})",frozenset({'Eggs'}),0.0404,0.1982,0.0078,0.19306930693069307,0.9741135566634364,1.0,-0.00020727999999999892,0.9936417177914111,-0.026946917380813576,0.033795493934142114,-0.006398968657155042,0.11621174730994795
"frozenset({'Biscuits', 'Pepsi 1L'})",frozenset({'Surf Excel'}),0.0404,0.2112,0.0078,0.19306930693069307,0.9141539153915392,1.0,-0.0007324800000000006,0.9775312883435582,-0.08913811735155824,0.03199343724364233,-0.022985158556423586,0.11500056255625563
